title,company,location,experience,salary,skills,date_posted,company_rating,company_reviews,role_searched,scraped_date,job_url
Data Analytics & Engineering Specialist,Fugro,Navi Mumbai,5-10 Yrs,Not Disclosed,"Computer science, Automation, Data analysis, Project management, Process improvement, Machine learning, Continuous improvement, SQL",1 week ago,2.8,37  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-data-analytics-engineering-specialist-fugro-survey-india-pvt-ltd-navi-mumbai-5-to-10-years-260526501797
Data / Analytics Engineer (Snowflake)- Freelance Opportunity,Neuronimbus Software Services,Remote,3-7 Yrs,Not Disclosed,"Git/GitHub workflows, Snowflake, CI/CD, Python programming, SQL, Github, Workflow analysis, Data",1 week ago,4.1,77  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-data-analytics-engineer-snowflake-freelance-opportunity-neuronimbus-software-services-gurugram-3-to-7-years-260526026096
Data / Analytics Engineer - Snowflake,ForgeByte Solutions,Hybrid - Hyderabad,6-11 Yrs,18-33 Lacs PA,"Snowflake Development, AWS, Python, Devops, Kubernetes, SQL, Development, Data",1 week ago,4.6,9  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-data-analytics-engineer-snowflake-forgebyte-solutions-hyderabad-6-to-11-years-260526020263
Analytics Engineer II - Data Analytics Team,Warner Bros. Discovery,Hybrid - Hyderabad,3-5 Yrs,Not Disclosed,"Data Analytics, SQL, Kafka, Spark, Tableau, Looker, Python, Data",1 week ago,3.7,168  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-analytics-engineer-ii-data-analytics-team-warner-bros-discovery-hyderabad-3-to-5-years-260526012261
Camera Onboarding & Analytics Engineer,Msys Inc,Mumbai(Ghansoli),1-3 Yrs,Not Disclosed,"CCTV, Surveillance Engineer, DVR, AI Camera, Networking, Milestone, NVR, Genetec",2 weeks ago,,,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-camera-onboarding-analytics-engineer-msys-softsol-mumbai-1-to-3-years-220526015627
Senior Analytics Engineer,Bounteous x Accolite,Hybrid - Chennai,6-8 Yrs,Not Disclosed,"Analytics QA, Google Analytics, Google Tag Manager, Tealium, Digital Analytics, Marketing pixels, Firebase, Power Bi",1 week ago,3.2,1020  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-senior-analytics-engineer-bounteous-x-accolite-chennai-6-to-8-years-190526027173
Analytics Engineer III,Mitratech India,Remote,5-8 Yrs,Not Disclosed,"SAP BO, Business Objects, Sisense, SQL, Bo, Analytics, III, SAP",1 week ago,3.6,118  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-analytics-engineer-iii-mitratech-india-llp-hyderabad-5-to-8-years-140526017937
Trainee - Data Analytics Engineer,TEOCO,Kolkata,0-2 Yrs,Not Disclosed,"python, data analytics, data analysis, power bi, business analysis, data warehousing, business analytics, machine learning",1 week ago,3.9,215  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-trainee-data-analytics-engineer-teoco-software-pvt-ltd-kolkata-0-to-2-years-280526501723
"Analytics Engineer II - Data Analytics Team, Hyderabad",Warner Bros. Discovery,Hyderabad,3-5 Yrs,Not Disclosed,"Automation, Analytical, Data structures, Data quality, Troubleshooting, Business intelligence, Gaming, Analytics",1 week ago,3.7,168  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-analytics-engineer-ii-data-analytics-team-hyderabad-warner-bros-discovery-hyderabad-3-to-5-years-250526502454
Sr. Data Analytics Engineer AWS/Snowflake,Sparity,Hyderabad,3-5 Yrs,Not Disclosed,"System architecture, continuous integration, Data modeling, Analytical, Agile, Data analytics, software quality, Business intelligence",3+ weeks ago,3.9,65  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-sr-data-analytics-engineer-aws-snowflake-sparity-soft-technologies-pvt-ltd-hyderabad-3-to-5-years-301225506168
Senior Analytics Engineer,Metropolis Technologies,Bengaluru,7-12 Yrs,Not Disclosed,"Version control, GIT, query optimization, Postgresql, Artificial Intelligence, MySQL, Analytics, Monitoring",3+ weeks ago,,,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-senior-analytics-engineer-metropolis-technologies-bengaluru-7-to-12-years-301025500665
Data Analytics Engineer ( Marketing Analytics),Tencys Systems,Hybrid - Bengaluru,6-11 Yrs,Not Disclosed,"marketing analytics, Google Ads, Business Intelligence Reporting, Google Analytics, Data Analytics, Marketo, Adobe Analytics, Advertising",1 week ago,5.0,9  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-data-analytics-engineer-marketing-analytics-tencys-systems-bengaluru-6-to-11-years-260526029683
Data Analytics Engineer Intern,Zuntra Digital,Chennai,0-1 Yrs,Not Disclosed,"Computer science, Data analysis, Intern, Analytical, Data collection, power bi, Data analytics, data visualization",3+ weeks ago,3.9,4  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-data-analytics-engineer-intern-zuntra-digital-chennai-0-to-1-years-260326503206
Senior Analytics Engineer,Aeries Technology,Bengaluru,6-11 Yrs,Not Disclosed,"Automation, Enterprise applications, Analytical, Consulting, Continuous improvement, Portfolio management, Operations, Analytics",3+ weeks ago,3.1,402  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-senior-analytics-engineer-aeries-technology-group-bengaluru-6-to-11-years-260326502359
Data Analytics Engineer Intern,Zuntra Digital,Chennai,,Unpaid,,Starts in 1-3 months,3.9,4  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-data-analytics-engineer-intern-zuntra-digital-chennai-0-to-5-years-240326503241
Senior Analytics Engineer,Acmeminds,Chandigarh,5-10 Yrs,15-25 Lacs PA,"Looker, Redshift Aws, MySQL, Data Build Tool, Python, data model, Business Intelligence, Bi Tools",2 weeks ago,2.4,6  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-senior-analytics-engineer-acmeminds-chandigarh-5-to-10-years-220526018431
Staff Analytics Engineer - Finance,Okta,Bengaluru,8-13 Yrs,Not Disclosed,"Finance, Data Engineering, Architecture, Use Cases, Saas, Ai, Bi Tools, Dimensional Modeling",2 weeks ago,2.3,28  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-staff-analytics-engineer-finance-okta-identity-india-private-limited-bengaluru-8-to-13-years-200526938028
"Lead, Analytics Engineer (BI)",Wework,Bengaluru,5-9 Yrs,Not Disclosed,"Performance tuning, Data analysis, Version control, GIT, Data modeling, Data quality, Analytics, Monitoring",2 weeks ago,3.8,94  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-lead-analytics-engineer-bi-wework-bengaluru-5-to-9-years-190526500694
Data Analytics Engineer Intern,Zuntra Digital,Chennai,,Unpaid,,Starts in 1-3 months,3.9,4  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-data-analytics-engineer-intern-zuntra-digital-chennai-0-to-1-years-190326500007
Senior Analytics Engineer,Acmeminds Solutions,Chandigarh,6-10 Yrs,Not Disclosed,"Backend, Product engineering, Data modeling, MySQL, Engineering Manager, Application development, Data quality, Macros",2 weeks ago,2.4,6  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-senior-analytics-engineer-acmeminds-solutions-chandigarh-6-to-10-years-180526507066
Performance & Analytics Engineer,Capgemini,Navi Mumbai,4-9 Yrs,Not Disclosed,"oil, load runner, performance monitoring, performance testing, vugen, hp performance center, documentation, thermodynamics",3 weeks ago,3.6,53966  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-performance-analytics-engineer-capgemini-technology-services-india-limited-navi-mumbai-4-to-9-years-150526923641
Staff Analytics Engineer - Finance,Reaology Lucknow,Bengaluru,8-13 Yrs,Not Disclosed,"Finance Manager, Data modeling, Billing, Agile, Data processing, Data quality, Continuous improvement, Analytics",3 weeks ago,,,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-staff-analytics-engineer-finance-okta-bengaluru-8-to-13-years-150526504680
Senior Analytics Engineer,Outreach,Hyderabad,2-5 Yrs,Not Disclosed,"SAP, Coding, Data modeling, Data quality, Forecasting, Operations, Analytics, Monitoring",3 weeks ago,3.1,9  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-senior-analytics-engineer-outreach-hyderabad-2-to-5-years-130526501998
Power BI & Microsoft Fabric Analytics  Engineer,Teklink Software,"Hybrid - Indore, Hyderabad, Bengaluru",4-9 Yrs,Not Disclosed,"Power Bi, Microsoft Fabric, SQL, Fabric, Microsoft, MSBI, Analytics, Bi",3 weeks ago,4.0,33  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-power-bi-microsoft-fabric-analytics-engineer-teklink-software-indore-hyderabad-bengaluru-4-to-9-years-130526046378
Senior Data Engineer / Data Analytics Engineer,The Business Research Company,Hyderabad,1-5 Yrs,10-14 Lacs PA,"Data Pipeline, Data Warehousing, Elt, SQL, Python, Data Validation, Data Quality, Power Bi",3 weeks ago,3.6,83  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-senior-data-engineer-data-analytics-engineer-the-business-research-company-hyderabad-1-to-5-years-130526042064
"Principal Engineer, Data Analytics Engineering",Western Digital,Bengaluru,8-12 Yrs,Not Disclosed,"Computer science, Solution architecture, orchestration, Architecture, Workflow, Stakeholder management, Operations, Cost optimization",3+ weeks ago,3.9,155  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-principal-engineer-data-analytics-engineering-sandisk-bengaluru-8-to-12-years-130426503406
"Staff Engineer, Data Analytics Engineering",Western Digital,Bengaluru,6-8 Yrs,Not Disclosed,"Automation, Operational excellence, Linux, GCP, Cloud, Data processing, Information technology, Analytics",3+ weeks ago,3.9,155  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-staff-engineer-data-analytics-engineering-sandisk-bengaluru-6-to-8-years-130426500575
Ecommerce Analytics Engineer,Mouser Electronics,Bengaluru,7-12 Yrs,Not Disclosed,"Ecommerce, Google Analytics, Data Structures, Ai, Programming, Mathematics, Programming Principles, Performance Tuning",3 weeks ago,3.4,272  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-ecommerce-analytics-engineer-mouser-electronics-india-pvt-ltd-bengaluru-7-to-12-years-110526929148
Senior Data Analytics Engineer,MatchMove,Gurugram,6-10 Yrs,Not Disclosed,"hive, modeling, glue, amazon redshift, payments, data warehousing, dms, emr",3+ weeks ago,3.9,7  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-senior-data-analytics-engineer-matchmove-global-pte-ltd-gurugram-6-to-10-years-080426501802
Senior Analytics Engineer I,Fidelity International,Bengaluru,10-15 Yrs,Not Disclosed,"machine learning, snowflake, python, data analytics, data engineer, neural networks, ai, numpy",3+ weeks ago,3.6,777  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-senior-analytics-engineer-i-fil-india-business-and-research-services-private-limited-bengaluru-10-to-15-years-060526929422
Data Analytics Engineer,Encore Software Services,Pune,3-7 Yrs,Not Disclosed,"snowflake, python, data analytics, modeling, metadata management, bi, data warehousing, analytics data",3+ weeks ago,3.8,40  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-data-analytics-engineer-encore-software-services-pune-3-to-7-years-060526501908
Data Analytics Engineer,NS PLus Technology Pvt Ltd,Chennai,3-6 Yrs,Not Disclosed,"Data Analytics, Data Modeling, Python, Modeling, Analytics, Data",3+ weeks ago,,,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-data-analytics-engineer-narayan-solutions-chennai-3-to-6-years-060526023066
Senior Data Analytics Engineer,NS PLus Technology Pvt Ltd,Hybrid - Chennai,3-5 Yrs,Not Disclosed,"ODI, Data Modeling, PLSQL, Oci Admin, ETL, Analytics, Senior, OTM",3+ weeks ago,,,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-senior-data-analytics-engineer-narayan-solutions-chennai-3-to-5-years-060526020737
Data Analytics Engineer,APPLIED INFORMATION SCIENCES (AIS),Hybrid - Hyderabad,8-13 Yrs,Not Disclosed,"Power Bi, Azure Data Factory, Azure Synapse, Data Analytics, Reporting And Analytics, Pyspark, Azure, Bi",3+ weeks ago,3.5,65  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-data-analytics-engineer-applied-information-sciences-ais-hyderabad-8-to-13-years-050526044378
Advanced Analytics Engineer,Augusta Hitech Soft Solutions,Coimbatore,8-13 Yrs,Not Disclosed,"advanced analytics, Excel, Analytical, Finance, Machine learning, Trend analysis, Variance analysis, SQL",3+ weeks ago,3.4,24  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-advanced-analytics-engineer-augusta-hitech-soft-solutions-coimbatore-8-to-13-years-020426509493
Senior Data & Analytics Engineer,Swiss Re,Bengaluru,3-6 Yrs,Not Disclosed,"analytics, bi tools, data modeling, pyspark, sqlpython, Modeling, Senior, Tools",3+ weeks ago,3.8,360  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-senior-data-analytics-engineer-swiss-re-bengaluru-3-to-6-years-290825502332
Data Analytics Engineer,Zuntra Digital,Chennai,1-3 Yrs,Not Disclosed,"Computer science, Data validation, GCP, Analytical, Machine learning, Data processing, Data analytics, data visualization",3+ weeks ago,3.9,4  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-data-analytics-engineer-zuntra-digital-chennai-1-to-3-years-260326502994
Data Analytics & Engineering Specialist,Fugro,Mumbai,5-10 Yrs,Not Disclosed,"Computer science, Automation, Data analysis, Project management, Process improvement, Machine learning, Continuous improvement, SQL",2 weeks ago,2.8,37  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-data-analytics-engineering-specialist-fugro-survey-india-pvt-ltd-mumbai-5-to-10-years-210526502409
Associate Data & Analytics Engineer,Swiss Re,Bengaluru,1-3 Yrs,Not Disclosed,"python, css, predictive analytics, pyspark, power bi, data pipeline, machine learning, data engineering",3+ weeks ago,3.8,360  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-associate-data-analytics-engineer-swiss-re-bengaluru-1-to-3-years-181225501530
Senior BI Engineer / Analytics Engineer,Grassroots Solutions & Services Pvt Ltd,Bengaluru,6-11 Yrs,Not Disclosed,"Supply chain, ERP, Backend, Enterprise applications, Postgresql, MySQL, Warehouse management, Apache",3+ weeks ago,3.4,255  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-senior-bi-engineer-analytics-engineer-grassroots-solutions-services-pvt-ltd-bengaluru-6-to-11-years-120326503826
Senior Visual Analytics Engineer,Nthinsight,Bengaluru,5-10 Yrs,Not Disclosed,"Data structures, Analytics, Senior, Visual Analytics, Data, Visual",3+ weeks ago,4.1,3  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-senior-visual-analytics-engineer-nthinsight-technologies-bengaluru-5-to-10-years-110624501629
Sr Analytics Engineer,Slintel,Bengaluru,7-12 Yrs,Not Disclosed,"Automation, Usage, Analytical, Debugging, Wellness, Operations, SQL, performance measurement",3+ weeks ago,2.1,8  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-sr-analytics-engineer-slintel-bengaluru-7-to-12-years-100326502861
Sr Analytics Engineer GTM Strategy and Operations,Databricks,Bengaluru,4-8 Yrs,Not Disclosed,"python, system, design, big data technologies, etl, nosql databases, SR, DBMS",3+ weeks ago,2.9,37  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-sr-analytics-engineer-gtm-strategy-and-operations-databricks-bengaluru-4-to-8-years-100225502947
Process Analytics & Engineering Chemical / Petrochemical Engineers,Einnel Technologies,Chennai,0-3 Yrs,Not Disclosed,"Thermodynamics, Data analysis, Simulation, Analytical, Machine learning, MATLAB, Petrochemical, Aspen",3+ weeks ago,2.9,16  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-process-analytics-engineering-chemical-petrochemical-engineers-einnel-technologies-chennai-0-to-3-years-090126503721
Senior Analytics Engineer,InfoStride,Noida,5-10 Yrs,Not Disclosed,"Claims, Version control, GIT, Linux, Data modeling, Business analytics, Healthcare, Customer support",3+ weeks ago,3.3,54  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-senior-analytics-engineer-infostride-inc-noida-5-to-10-years-080725503586
"Manager, Data and Analytics Engineer",Pfizer,Chennai,5-10 Yrs,Not Disclosed,"Data analysis, SAP, Publishing, Data modeling, Coding, Business analytics, Data processing, Business intelligence",3+ weeks ago,3.9,2121  Reviews,Analytics Engineer,2026-06-06,https://www.naukri.com/job-listings-manager-data-and-analytics-engineer-pfizer-chennai-5-to-10-years-080426504994
